,d_1883,d_1883,d_1883,d_1883,d_1883,d_1883,d_1883,d_1883,d_1884,d_1884,d_1884,d_1884,d_1884,d_1884,d_1884,d_1884,d_1885,d_1885,d_1885,d_1885,d_1885,d_1885,d_1885,d_1885,d_1886,d_1886,d_1886,d_1886,d_1886,d_1886,d_1886,d_1886,d_1887,d_1887,d_1887,d_1887,d_1887,d_1887,d_1887,d_1887,d_1888,d_1888,d_1888,d_1888,d_1888,d_1888,d_1888,d_1888,d_1889,d_1889,d_1889,d_1889,d_1889,d_1889,d_1889,d_1889,d_1890,d_1890,d_1890,d_1890,d_1890,d_1890,d_1890,d_1890,d_1891,d_1891,d_1891,d_1891,d_1891,d_1891,d_1891,d_1891,d_1892,d_1892,d_1892,d_1892,d_1892,d_1892,d_1892,d_1892,d_1893,d_1893,d_1893,d_1893,d_1893,d_1893,d_1893,d_1893,d_1894,d_1894,d_1894,d_1894,d_1894,d_1894,d_1894,d_1894,d_1895,d_1895,d_1895,d_1895,d_1895,d_1895,d_1895,d_1895,d_1896,d_1896,d_1896,d_1896,d_1896,d_1896,d_1896,d_1896,d_1897,d_1897,d_1897,d_1897,d_1897,d_1897,d_1897,d_1897,d_1898,d_1898,d_1898,d_1898,d_1898,d_1898,d_1898,d_1898,d_1899,d_1899,d_1899,d_1899,d_1899,d_1899,d_1899,d_1899,d_1900,d_1900,d_1900,d_1900,d_1900,d_1900,d_1900,d_1900,d_1901,d_1901,d_1901,d_1901,d_1901,d_1901,d_1901,d_1901,d_1902,d_1902,d_1902,d_1902,d_1902,d_1902,d_1902,d_1902,d_1903,d_1903,d_1903,d_1903,d_1903,d_1903,d_1903,d_1903,d_1904,d_1904,d_1904,d_1904,d_1904,d_1904,d_1904,d_1904,d_1905,d_1905,d_1905,d_1905,d_1905,d_1905,d_1905,d_1905,d_1906,d_1906,d_1906,d_1906,d_1906,d_1906,d_1906,d_1906,d_1907,d_1907,d_1907,d_1907,d_1907,d_1907,d_1907,d_1907,d_1908,d_1908,d_1908,d_1908,d_1908,d_1908,d_1908,d_1908,d_1909,d_1909,d_1909,d_1909,d_1909,d_1909,d_1909,d_1909,d_1910,d_1910,d_1910,d_1910,d_1910,d_1910,d_1910,d_1910,d_1911,d_1911,d_1911,d_1911,d_1911,d_1911,d_1911,d_1911,d_1912,d_1912,d_1912,d_1912,d_1912,d_1912,d_1912,d_1912,d_1913,d_1913,d_1913,d_1913,d_1913,d_1913,d_1913,d_1913,sum,sum,sum,sum,sum,sum,sum,sum
HOUSEHOLD_2_230,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
HOUSEHOLD_2_233,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0
HOUSEHOLD_2_235,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0
HOUSEHOLD_2_237,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0
HOUSEHOLD_2_242,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0
HOUSEHOLD_2_243,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0
HOUSEHOLD_2_245,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
HOUSEHOLD_2_249,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0
HOUSEHOLD_2_251,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0
HOUSEHOLD_2_254,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0
HOUSEHOLD_2_255,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0
HOUSEHOLD_2_258,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0
HOUSEHOLD_2_261,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0
HOUSEHOLD_2_269,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0
HOUSEHOLD_2_274,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
HOUSEHOLD_2_276,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0
HOUSEHOLD_2_278,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0
HOUSEHOLD_2_279,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0
HOUSEHOLD_2_286,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0
HOUSEHOLD_2_290,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0
HOUSEHOLD_2_291,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
HOUSEHOLD_2_299,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
HOUSEHOLD_2_302,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0
HOUSEHOLD_2_304,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0
HOUSEHOLD_2_307,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0
